Transaction Number,Business Date,PLU/Barcode,Item,Quantity,Amount incl GST,Tax Amount,Tax Name,Tax Rate,Sales Type,Shift,Employee,Tender,Transaction Time,
"249202,""02/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""79302"",""Employee, 10"",""Cash PLN"",""02/06/2022 12:34:19 PM"","
"249208,""02/06/2022"",""0000001004115"",""FLAT WHITE"",""1"",""8.99"",""1.68"",""VAT 23%"",""23.00%"",""Regular Sales"",""79302"",""Employee, 10"",""Card"",""02/06/2022 12:48:50 PM"","
"249220,""02/06/2022"",""0000001004097"",""LATTE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""79302"",""Employee, 10"",""Cash PLN,Cash PLN"",""02/06/2022 01:24:26 PM"","
"249224,""02/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""79302"",""Employee, 10"",""GIFT CARD,GIFT CARD,GIFT CARD"",""02/06/2022 01:27:49 PM"","
"249250,""02/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""79402"",""Employee, 3"",""Card"",""02/06/2022 03:07:12 PM"","
"249253,""02/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""79402"",""Employee, 3"",""Card"",""02/06/2022 03:10:26 PM"","
"249266,""02/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""79402"",""Employee, 3"",""Card"",""02/06/2022 03:32:52 PM"","
"249266,""02/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""79402"",""Employee, 3"",""Card"",""02/06/2022 03:32:52 PM"","
"249267,""02/06/2022"",""0000001004097"",""LATTE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""79402"",""Employee, 3"",""Cash PLN,Cash PLN"",""02/06/2022 03:49:11 PM"","
"249302,""02/06/2022"",""0000001429599"",""BAQUETTE SHRIMP"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""79402"",""Employee, 3"",""Cash PLN,Cash PLN"",""02/06/2022 05:04:58 PM"","
"249302,""02/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""79402"",""Employee, 3"",""Cash PLN,Cash PLN"",""02/06/2022 05:04:58 PM"","
"249321,""02/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""79402"",""Employee, 3"",""Card"",""02/06/2022 05:30:38 PM"","
"249362,""02/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""79402"",""Employee, 3"",""Cash PLN,Cash PLN"",""02/06/2022 07:27:47 PM"","
"249367,""02/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""79402"",""Employee, 3"",""Fleet card"",""02/06/2022 07:35:39 PM"","
"249378,""02/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""79402"",""Employee, 3"",""Card"",""02/06/2022 07:47:24 PM"","
"249400,""02/06/2022"",""0000001004097"",""LATTE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""79402"",""Employee, 3"",""Cash PLN"",""02/06/2022 08:19:52 PM"","
"249420,""02/06/2022"",""2000033113959"",""BAQUETTE AMERICAN"",""1"",""4.92"",""0.36"",""VAT 8%"",""8.00%"",""Regular Sales"",""79402"",""Employee, 3"",""Card"",""02/06/2022 09:11:10 PM"","
"249420,""02/06/2022"",""2000033114154"",""GRILLED SANDWICH CHICKEN"",""1"",""3.92"",""0.29"",""VAT 8%"",""8.00%"",""Regular Sales"",""79402"",""Employee, 3"",""Card"",""02/06/2022 09:11:10 PM"","
"249439,""02/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""79502"",""Employee, 4"",""Card"",""02/06/2022 10:07:16 PM"","
"249455,""02/06/2022"",""2000050110894"",""PRODUCT 4"",""1"",""50.98"",""9.53"",""VAT 23%"",""23.00%"",""Regular Sales"",""79502"",""Employee, 4"",""Cash PLN,Cash PLN"",""02/06/2022 11:48:10 PM"","
"249455,""02/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""79502"",""Employee, 4"",""Cash PLN,Cash PLN"",""02/06/2022 11:48:10 PM"","
"1115,""03/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""73701"",""Employee, 3"",""Cash PLN"",""03/06/2022 05:02:01 AM"","
"1136,""03/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""73801"",""Employee, 6"",""Cash PLN,Cash PLN"",""03/06/2022 05:45:23 AM"","
"1136,""03/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""73801"",""Employee, 6"",""Cash PLN,Cash PLN"",""03/06/2022 05:45:23 AM"","
"1139,""03/06/2022"",""2000033173038"",""TEA SEASONAL"",""1"",""8.99"",""1.68"",""VAT 23%"",""23.00%"",""Regular Sales"",""73801"",""Employee, 6"",""Cash PLN,Cash PLN"",""03/06/2022 05:50:21 AM"","
"1168,""03/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""73801"",""Employee, 6"",""Cash PLN,Cash PLN"",""03/06/2022 07:03:05 AM"","
"1197,""03/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""73801"",""Employee, 6"",""Fleet card"",""03/06/2022 07:58:44 AM"","
"1198,""03/06/2022"",""0000001004115"",""FLAT WHITE"",""1"",""8.99"",""1.68"",""VAT 23%"",""23.00%"",""Regular Sales"",""73801"",""Employee, 6"",""Card"",""03/06/2022 07:59:37 AM"","
"1205,""03/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""73801"",""Employee, 6"",""Fleet card"",""03/06/2022 08:10:30 AM"","
"1209,""03/06/2022"",""0000001217733"",""BURGER CHICKEN"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""73801"",""Employee, 6"",""Cash PLN,Cash PLN"",""03/06/2022 08:13:58 AM"","
"1221,""03/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""73801"",""Employee, 6"",""Card"",""03/06/2022 08:23:10 AM"","
"1243,""03/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""73801"",""Employee, 6"",""Card"",""03/06/2022 08:47:04 AM"","
"1246,""03/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""73801"",""Employee, 6"",""Fleet card"",""03/06/2022 08:49:32 AM"","
"1253,""03/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""73801"",""Employee, 6"",""Card"",""03/06/2022 09:01:55 AM"","
"1255,""03/06/2022"",""0000001352809"",""MOCCA FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""73801"",""Employee, 6"",""Card"",""03/06/2022 09:05:28 AM"","
"1262,""03/06/2022"",""2000033114161"",""GRILLED SANDWICH TUNA"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""73801"",""Employee, 6"",""Cash PLN,Cash PLN"",""03/06/2022 09:25:29 AM"","
"1281,""03/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""73801"",""Employee, 6"",""Card"",""03/06/2022 10:02:01 AM"","
"1291,""03/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""73801"",""Employee, 6"",""Card"",""03/06/2022 10:15:20 AM"","
"1299,""03/06/2022"",""0000001004115"",""FLAT WHITE"",""1"",""8.99"",""1.68"",""VAT 23%"",""23.00%"",""Regular Sales"",""73801"",""Employee, 6"",""Cash PLN"",""03/06/2022 10:34:56 AM"","
"1355,""03/06/2022"",""0000001004097"",""LATTE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""73801"",""Employee, 6"",""Card"",""03/06/2022 12:26:11 PM"","
"1356,""03/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""73801"",""Employee, 6"",""Card"",""03/06/2022 12:27:23 PM"","
"1363,""03/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""73801"",""Employee, 6"",""Card"",""03/06/2022 01:00:36 PM"","
"1366,""03/06/2022"",""2000013625380"",""PRODUCT 2"",""1"",""159.96"",""29.91"",""VAT 23%"",""23.00%"",""Regular Sales"",""73801"",""Employee, 6"",""Fleet card"",""03/06/2022 01:03:50 PM"","
"1391,""03/06/2022"",""0000001217733"",""BURGER CHICKEN"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""73901"",""Employee, 5"",""Card"",""03/06/2022 01:44:04 PM"","
"1392,""03/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""73901"",""Employee, 5"",""Cash PLN"",""03/06/2022 01:45:18 PM"","
"1393,""03/06/2022"",""0000001004097"",""LATTE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""73901"",""Employee, 5"",""Card"",""03/06/2022 01:46:49 PM"","
"1394,""03/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""73901"",""Employee, 5"",""Card"",""03/06/2022 01:47:43 PM"","
"1394,""03/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""73901"",""Employee, 5"",""Card"",""03/06/2022 01:47:43 PM"","
"1394,""03/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""73901"",""Employee, 5"",""Card"",""03/06/2022 01:47:43 PM"","
"1428,""03/06/2022"",""0000001352809"",""MOCCA FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""73901"",""Employee, 5"",""Cash PLN,Cash PLN"",""03/06/2022 02:25:21 PM"","
"1445,""03/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""73901"",""Employee, 5"",""Card"",""03/06/2022 02:39:16 PM"","
"1450,""03/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""73901"",""Employee, 5"",""Card"",""03/06/2022 02:47:53 PM"","
"1479,""03/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""8.00"",""0.59"",""VAT 8%"",""8.00%"",""Regular Sales"",""73901"",""Employee, 5"",""Card"",""03/06/2022 03:29:56 PM"","
"1523,""03/06/2022"",""0000001357048"",""BURGER VEGE"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""73901"",""Employee, 5"",""Cash PLN"",""03/06/2022 04:52:59 PM"","
"1523,""03/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""73901"",""Employee, 5"",""Cash PLN"",""03/06/2022 04:52:59 PM"","
"1530,""03/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""73901"",""Employee, 5"",""Cash PLN,Cash PLN"",""03/06/2022 04:59:19 PM"","
"1532,""03/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""73901"",""Employee, 5"",""Card"",""03/06/2022 05:04:27 PM"","
"1543,""03/06/2022"",""2000013625380"",""PRODUCT 2"",""1"",""159.96"",""29.91"",""VAT 23%"",""23.00%"",""Regular Sales"",""73901"",""Employee, 5"",""Fleet card"",""03/06/2022 05:21:55 PM"","
"1558,""03/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""73901"",""Employee, 5"",""Card"",""03/06/2022 05:37:16 PM"","
"1619,""03/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""73901"",""Employee, 5"",""Card"",""03/06/2022 07:29:02 PM"","
"1624,""03/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""73901"",""Employee, 5"",""Cash PLN,Cash PLN"",""03/06/2022 07:34:37 PM"","
"1661,""03/06/2022"",""0000001429599"",""BAQUETTE SHRIMP"",""1"",""5.18"",""0.38"",""VAT 8%"",""8.00%"",""Regular Sales"",""74001"",""Employee, 7"",""Card"",""03/06/2022 09:35:34 PM"","
"1661,""03/06/2022"",""0000001429599"",""BAQUETTE SHRIMP"",""1"",""5.17"",""0.38"",""VAT 8%"",""8.00%"",""Regular Sales"",""74001"",""Employee, 7"",""Card"",""03/06/2022 09:35:34 PM"","
"1661,""03/06/2022"",""0000001338111"",""GRILLED SANDWICH VEGE"",""1"",""3.64"",""0.27"",""VAT 8%"",""8.00%"",""Regular Sales"",""74001"",""Employee, 7"",""Card"",""03/06/2022 09:35:34 PM"","
"1662,""03/06/2022"",""2000033113980"",""BAQUETTE COUNTRY"",""1"",""4.77"",""0.35"",""VAT 8%"",""8.00%"",""Regular Sales"",""74001"",""Employee, 7"",""Card"",""03/06/2022 09:36:56 PM"","
"1662,""03/06/2022"",""0000001367965"",""BURGER RUMP STEAK"",""1"",""5.41"",""0.40"",""VAT 8%"",""8.00%"",""Regular Sales"",""74001"",""Employee, 7"",""Card"",""03/06/2022 09:36:56 PM"","
"1662,""03/06/2022"",""2000033114154"",""GRILLED SANDWICH CHICKEN"",""1"",""3.81"",""0.28"",""VAT 8%"",""8.00%"",""Regular Sales"",""74001"",""Employee, 7"",""Card"",""03/06/2022 09:36:56 PM"","
"249499,""03/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""79702"",""Employee, 2"",""Cash PLN"",""03/06/2022 06:33:20 AM"","
"249514,""03/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""79702"",""Employee, 2"",""Fleet card"",""03/06/2022 07:46:31 AM"","
"249525,""03/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""79702"",""Employee, 2"",""Card"",""03/06/2022 08:06:40 AM"","
"249525,""03/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""79702"",""Employee, 2"",""Card"",""03/06/2022 08:06:40 AM"","
"249560,""03/06/2022"",""2000033113959"",""BAQUETTE AMERICAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""79702"",""Employee, 2"",""Card"",""03/06/2022 10:02:41 AM"","
"249562,""03/06/2022"",""0000001004115"",""FLAT WHITE"",""1"",""8.99"",""1.68"",""VAT 23%"",""23.00%"",""Regular Sales"",""79702"",""Employee, 2"",""Card"",""03/06/2022 10:11:02 AM"","
"249563,""03/06/2022"",""0000001009498"",""LATTE SEASONAL"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""79702"",""Employee, 2"",""Cash PLN"",""03/06/2022 10:13:54 AM"","
"249565,""03/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""79702"",""Employee, 2"",""Card"",""03/06/2022 10:16:45 AM"","
"249567,""03/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""79702"",""Employee, 2"",""Card"",""03/06/2022 10:20:38 AM"","
"249568,""03/06/2022"",""2000050110832"",""PRODUCT 1"",""1"",""119.96"",""22.43"",""VAT 23%"",""23.00%"",""Regular Sales"",""79702"",""Employee, 2"",""Fleet card"",""03/06/2022 10:22:47 AM"","
"249585,""03/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""79702"",""Employee, 2"",""Cash PLN"",""03/06/2022 10:54:24 AM"","
"249586,""03/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""79702"",""Employee, 2"",""Card"",""03/06/2022 10:54:57 AM"","
"249590,""03/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""79702"",""Employee, 2"",""Card"",""03/06/2022 11:02:04 AM"","
"249609,""03/06/2022"",""0000001367965"",""BURGER RUMP STEAK"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""79702"",""Employee, 2"",""Card"",""03/06/2022 12:19:48 PM"","
"249666,""03/06/2022"",""2000050120107"",""PRODUCT 6"",""1"",""26.99"",""5.05"",""VAT 23%"",""23.00%"",""Regular Sales"",""79802"",""Employee, 2"",""Card"",""03/06/2022 03:33:09 PM"","
"249695,""03/06/2022"",""0000001004097"",""LATTE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""79802"",""Employee, 2"",""Card"",""03/06/2022 04:27:27 PM"","
"249695,""03/06/2022"",""0000001004097"",""LATTE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""79802"",""Employee, 2"",""Card"",""03/06/2022 04:27:27 PM"","
"249705,""03/06/2022"",""0000001004097"",""LATTE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""79802"",""Employee, 2"",""Card"",""03/06/2022 05:06:45 PM"","
"249714,""03/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""79802"",""Employee, 2"",""Fleet card"",""03/06/2022 05:25:58 PM"","
"249720,""03/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""79802"",""Employee, 2"",""Card"",""03/06/2022 05:37:57 PM"","
"249733,""03/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""79802"",""Employee, 2"",""Cash PLN,Cash PLN"",""03/06/2022 06:08:24 PM"","
"249733,""03/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""79802"",""Employee, 2"",""Cash PLN,Cash PLN"",""03/06/2022 06:08:24 PM"","
"249733,""03/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""79802"",""Employee, 2"",""Cash PLN,Cash PLN"",""03/06/2022 06:08:24 PM"","
"249751,""03/06/2022"",""2000050110641"",""PRODUCT 3"",""1"",""67.98"",""12.71"",""VAT 23%"",""23.00%"",""Regular Sales"",""79802"",""Employee, 2"",""Fleet card"",""03/06/2022 06:44:25 PM"","
"249763,""03/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""79802"",""Employee, 2"",""Card"",""03/06/2022 07:31:48 PM"","
"249765,""03/06/2022"",""2000050110108"",""PRODUCT 5"",""1"",""29.99"",""5.61"",""VAT 23%"",""23.00%"",""Regular Sales"",""79802"",""Employee, 2"",""Card"",""03/06/2022 07:41:02 PM"","
"249771,""03/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""79802"",""Employee, 2"",""Cash PLN"",""03/06/2022 07:49:04 PM"","
"249777,""03/06/2022"",""0000001006436"",""CARMEL MACCHIATO FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""79802"",""Employee, 2"",""Card"",""03/06/2022 08:04:29 PM"","
"1714,""04/06/2022"",""0000001352809"",""MOCCA FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""74201"",""Employee, 9"",""Card"",""04/06/2022 06:38:08 AM"","
"1716,""04/06/2022"",""0000001004100"",""CAPPUCINO"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""74201"",""Employee, 9"",""Cash PLN,Cash PLN"",""04/06/2022 06:44:10 AM"","
"1745,""04/06/2022"",""2000033113973"",""BAQUETTE NORWEGIAN"",""1"",""14.90"",""1.10"",""VAT 8%"",""8.00%"",""Regular Sales"",""74201"",""Employee, 9"",""Card"",""04/06/2022 08:55:50 AM"","
"1745,""04/06/2022"",""0000001217733"",""BURGER CHICKEN"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""74201"",""Employee, 9"",""Card"",""04/06/2022 08:55:50 AM"","
"1745,""04/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""74201"",""Employee, 9"",""Card"",""04/06/2022 08:55:50 AM"","
"1774,""04/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""74201"",""Employee, 9"",""Card"",""04/06/2022 11:11:03 AM"","
"1784,""04/06/2022"",""2000033114161"",""GRILLED SANDWICH TUNA"",""1"",""11.90"",""0.88"",""VAT 8%"",""8.00%"",""Regular Sales"",""74201"",""Employee, 9"",""Cash PLN"",""04/06/2022 12:19:17 PM"","
"1789,""04/06/2022"",""0000001004115"",""FLAT WHITE"",""1"",""8.99"",""1.68"",""VAT 23%"",""23.00%"",""Regular Sales"",""74201"",""Employee, 9"",""Cash PLN,Cash PLN"",""04/06/2022 12:25:56 PM"","
"1818,""04/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""74301"",""Employee, 5"",""Card"",""04/06/2022 01:47:45 PM"","
"1875,""04/06/2022"",""0000001004115"",""FLAT WHITE"",""1"",""8.99"",""1.68"",""VAT 23%"",""23.00%"",""Regular Sales"",""74301"",""Employee, 5"",""Cash PLN,Cash PLN"",""04/06/2022 04:49:39 PM"","
"1875,""04/06/2022"",""0000001004115"",""FLAT WHITE"",""1"",""8.99"",""1.68"",""VAT 23%"",""23.00%"",""Regular Sales"",""74301"",""Employee, 5"",""Cash PLN,Cash PLN"",""04/06/2022 04:49:39 PM"","
"1908,""04/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""74301"",""Employee, 5"",""Cash PLN"",""04/06/2022 06:15:58 PM"","
"1959,""04/06/2022"",""2000033113980"",""BAQUETTE COUNTRY"",""1"",""4.77"",""0.35"",""VAT 8%"",""8.00%"",""Regular Sales"",""74401"",""Employee, 2"",""Card"",""04/06/2022 10:05:44 PM"","
"1959,""04/06/2022"",""0000001367965"",""BURGER RUMP STEAK"",""1"",""5.41"",""0.40"",""VAT 8%"",""8.00%"",""Regular Sales"",""74401"",""Employee, 2"",""Card"",""04/06/2022 10:05:44 PM"","
"249848,""04/06/2022"",""0000001352809"",""MOCCA FRAPPE"",""1"",""13.99"",""2.62"",""VAT 23%"",""23.00%"",""Regular Sales"",""80002"",""Employee, 3"",""Card"",""04/06/2022 12:18:32 AM"","
"249858,""04/06/2022"",""0000001217733"",""BURGER CHICKEN"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""80002"",""Employee, 3"",""Cash PLN"",""04/06/2022 01:17:34 AM"","
"249858,""04/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""80002"",""Employee, 3"",""Cash PLN"",""04/06/2022 01:17:34 AM"","
"249858,""04/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""80002"",""Employee, 3"",""Cash PLN"",""04/06/2022 01:17:34 AM"","
"249870,""04/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""80002"",""Employee, 3"",""Card"",""04/06/2022 05:04:28 AM"","
"249916,""04/06/2022"",""0000001004278"",""BLACK COFFEE"",""1"",""9.99"",""1.87"",""VAT 23%"",""23.00%"",""Regular Sales"",""80102"",""Employee, 1"",""Cash PLN"",""04/06/2022 09:18:07 AM"","
"249944,""04/06/2022"",""0000001004103"",""WHITE COFFEE"",""1"",""7.99"",""1.49"",""VAT 23%"",""23.00%"",""Regular Sales"",""80102"",""Employee, 1"",""Card"",""04/06/2022 10:25:38 AM"","
"249944,""04/06/2022"",""0000001447969"",""KOREAN BURGER"",""1"",""16.90"",""1.25"",""VAT 8%"",""8.00%"",""Regular Sales"",""80102"",""Employee, 1"",""Card"",""04/06/2022 10:25:38 AM"","
